title,title_Link,answer,time,回答者,f_light,ml_10
清除爬山虎,http://zhidao.baidu.com/question/27900445.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：家外面爬了好多爬山虎，怎么样才能去除它呢。夏天爬山虎招虫，而且经常...,2017-11-24,过水地,10个回答,17
“爬山虎”是什么样子的？,http://zhidao.baidu.com/question/461357326977050205.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎属多年生大型落叶木质 藤本植物，其形态与野葡萄藤相似。表皮有皮孔，髓白色，枝条粗壮，老枝灰褐色，幼枝紫红色，枝上有卷须，卷须短，多分枝，卷须顶端及尖端有粘性吸盘，遇到物体便吸附在上面，无论是岩石、墙壁或是树木，均能吸附。 ...,2017-12-18,覀覀覀瓜瓜瓜,1个回答,5
爬山虎爬墙时的三个条件,http://zhidao.baidu.com/question/938574765574213892.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：1、你家栽种该植物是否具备良好的光照条件（该植物对光照有较高要求）； 2、墙面条件，如果墙面比较光面该植物生长会存在困难（可以用水显润墙面）； 3、引导生长，该植物生长需要人为引导或自然引导才能正常向上。,2018-04-27,Popup555,2个回答,1
爬山虎如何清除,http://zhidao.baidu.com/question/424960136785763972.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我家房顶爬满爬山虎,其实,我一开始挺喜欢爬山虎的,把房子装饰得很漂亮,...,2017-09-24,群主你是猪吗,3个回答,12
爬山虎移栽几天可以活,http://zhidao.baidu.com/question/467221006.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎移栽，真正的存活需要一个月 爬山虎的移植方法 爬山虎可采用播种法、扦插法及压条法繁殖。 播种法：采收后的种子搓去果皮果肉，洗净晒干后可放在湿沙中低温贮藏—冬，保温、保湿有利于催芽，次年早春3月上中旬即可露地播种，薄膜覆盖，5月...,2017-09-02,我要我的快乐80,3个回答,1
爬山虎又叫什么名字,http://zhidao.baidu.com/question/1116200137538816339.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎又叫什么名字,2017-06-28,百度知道客户端,1个回答,59
爬山虎容易招蛇吗?,http://zhidao.baidu.com/question/49775282.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：会的，不仅招蛇，还招壁虎最好还是别栽我家的爬山虎都被我用刀砍了.拔了还被壁虎咬了一口，中了毒，在医院住了4天！！！我这是忠告！ 可我家屋子里经常爬有壁虎，蛇. 瑜洁ぺ世界ゞ - 助理 二级那可怕劲你肯定没尝过.,2017-11-25,1592333陈,4个回答,289
作文四年级爬山虎的自我介绍,http://zhidao.baidu.com/question/1668812644440834267.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：说到爬山虎，我家附近的花坛里也有一株爬山虎，但是，这株爬山虎的高度早已超出了我的想象。在学校里，我阅读了一篇有关爬山虎的文章后，就对爬山虎产生了浓厚的兴趣。 春天，爬山虎的嫩茎长出了嫩叶，嫩红色的，枝头冒着小小的嫩芽，可爱极了!...,2017-11-26,晨曦_118,1个回答,53
爬山虎的启示作文350字急急急,http://zhidao.baidu.com/question/2267471260634328948.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：在我家后面的围墙上生长着一种植物——爬山虎。此前我只知道它叫爬山虎，却不知道它为什么叫这么个奇怪的名字。所以今天我要来观察一下它。.看看它为什么叫爬山虎这个名字。 爬山虎的叶子起初是红色的，后来就由红变绿。爬山虎的叶子看起来就像是...,2017-11-27,二班天乐1,3个回答,86
远处看爬山虎是什么样的(细节细写100字),http://zhidao.baidu.com/question/1177146496463349979.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：猛地一抬头，忽见，墙角下，有一片淡淡的绿。 一条条绿色的丝带从墙角顺着墙顶延伸，像一块翡翠镶嵌在白玉中，格外美丽。爬山虎并没有牢固的根基，它的枝和干差不多粗细。走近一瞧，层层叠叠的爬山虎叶子挤的紧紧的，几乎没有一点空隙，每一片叶...,2017-11-22,百度知道客户端,1个回答,27
爬山虎和喇叭花是一种花吗,http://zhidao.baidu.com/question/289038499.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：不是。 http://baike.baidu.com/view/425687.htm 喇叭花： 喇叭花，大名牵牛花。为旋花科、牵牛属一年生攀缘花卉，茎长可达2米至3米，叶卵状心形，互生，常呈三裂状。花常1 朵至2朵腋生，花冠喇叭形，花色有粉红、蓝紫、白及复色多种。蒴果球形...,2017-11-28,sanyee_246800,3个回答,12
爬山虎的知识,http://zhidao.baidu.com/question/524842075633527525.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎又称爬墙虎、地锦、飞天蜈蚣、假葡萄藤、捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤。 爬山虎是葡萄科植物。夏季开花，花小，黄绿色，浆果紫黑色。常攀缘在墙壁或岩石上，广见于我国各地。 爬山虎属多年生大型落叶木质藤...,2018-09-16,百度知道客户端,1个回答,21
求你用爬山虎了口气写清楚爬山虎是怎样往上爬的。,http://zhidao.baidu.com/question/1796427836002009267.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的脚触着墙的时候，六七根细丝的头上就变成小圆片，巴住墙。细丝原先是直的，现在弯曲了，把爬山虎的嫩茎拉一把，使它紧贴在墙上。爬山虎就是这样一脚一脚向上爬。 爬山虎枝上有卷须，卷须短，多分枝，卷须顶端及尖端有粘性吸盘，遇到物体...,2018-04-27,丨遥远的她灬,7个回答,51
《我是爬山虎》小练笔,http://zhidao.baidu.com/question/1372353498985380539.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎的特点详写，它长在那些地方略写,2018-09-18,武府小道,1个回答,5
爬山虎简介,http://zhidao.baidu.com/question/1693759575025554028.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎 （葡萄科爬山虎属植物的一种）爬山虎（boston ivy）又称捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤、巴山虎，葡萄科植物。夏季开花，花小，黄绿色，浆果紫黑色。常见攀缘在墙壁岩石上。爬山虎的根茎可入药，破瘀血、消肿...,2016-07-27,SLXSYF的岁月,2个回答,2
爬山虎的叶子能吃吗,http://zhidao.baidu.com/question/422543660.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎叶子是可以吃的。 爬山虎的根、茎可入药，有破血、活筋止血、消肿毒之功效。果可酿酒。叶含矢车菊素 性味：性温，味甘，涩。该物种为中国植物图谱数据库收录的有毒植物，其毒性为全草有毒。功能主治：祛风通络，活血解毒。用于风湿关节痛...,2017-09-15,羊儿要吃肉咩咩,3个回答,41
把爬山虎的嫩茎拉一把中‘一把‘’表示什么？意思是什...,http://zhidao.baidu.com/question/393343709299472805.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：把爬山虎的嫩茎拉一把中的"一把"表示：爬山虎的繁殖能力强长的快而且多，意思是拉一下子就有一大把了。 此句出自小学四年级语文《爬山虎的脚》一文。 教学中一定要凭借课文使学生明白，作者围绕爬山虎的脚很神奇这个意思是怎样选择材料、安排顺...,2018-04-27,七七seven07,3个回答,5
那一墙的爬山虎，绿的浓郁，如同......,http://zhidao.baidu.com/question/81178849.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：你指的是不是四年级上语文书26课《那片绿绿的爬山虎》？作者：肖复兴？ 应该是绿得沉郁吧？ 那一墙爬山虎，绿得沉郁，如同一片浓浓的湖水，映在客厅的玻璃窗上，显得虎虎有生气。 课文：1963年，我上初三，写了一篇作文叫《一张画像》，经我的语...,2018-04-12,529597935,4个回答,9
怎样才能从爬山虎身上找爬山虎种子,http://zhidao.baidu.com/question/321128840.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：9月份当浆果成熟呈紫兰色时立即采下，经过清洗、阴干，用0.05％的多菌灵溶液进行表面消毒，沥干后就得到爬山虎的种子。 爬山虎种子种植方法：爬山虎可采用播种法、扦插法及压条法繁殖。10月采种，可冬播，或翌年春播。移植或定植在落叶期进行。...,2017-10-01,鬓发白了,3个回答,23
爬山虎为什么在春天不发芽？,http://zhidao.baidu.com/question/374552151475103604.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎生性随和，占地少、生长快，绿化覆盖面积大。一根茎粗2厘米的藤条，种植两年，墙面绿化覆盖面、居然可达30～50平方米。播种法：采收后的种子搓去果皮果肉，洗净晒干后可放在湿沙中低温贮藏一冬，保温、保湿有利于催芽，次年早春3月上中旬...,2019-03-23,cn#GfVQVBLQGL,2个回答,1
爬山虎为什么会爬，有脚？,http://zhidao.baidu.com/question/466909296.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：对，有脚，比较特殊的脚，类似于卷须，又善于勾住缝隙的小手帮助他爬行。,2017-11-25,dahuzixuesheng,3个回答,64
墙上如果长了爬山虎会不会影响风水,http://zhidao.baidu.com/question/923504884583474739.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：植物就是绿色宝藏。 关房前屋后、庭院种植花草树木和植物生长问题： 橡胶树是风水树吗?适合种屋附近吗?——有毒、有刺的植物不能作为风水树在房前屋后培育，橡胶树是热带地方的植物，适宜生长种植的地方可以种植在房前屋后作为风景树培育。 含笑树...,2017-03-02,古人为什么玩玉,1个回答,8
谁有关于四年级课文爬山虎的资料呀？？,http://zhidao.baidu.com/question/35563253.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎的资料就可以了，我表弟要，谢谢！！,2017-11-24,qsmm,2个回答,1314
为什么作者会感到爬山虎那样虎虎有生气？,http://zhidao.baidu.com/question/210177681.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：因为作者肖复兴对叶圣陶非常敬重，他忘不了叶老先生对他的鼓励、教育，而叶老先生非常喜欢爬山虎，他的院子里种了许多爬山虎，作者小时候受叶老邀请到他家里做客，院子里的那片爬山虎给作者留下了深刻的印象。他一想到叶老，当然就会情不自禁地...,2017-09-22,简格兰杰,2个回答,52
爬山虎的脚的资料？,http://zhidao.baidu.com/question/186676011.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：【别名】爬墙虎、地锦、飞天蜈蚣、假葡萄藤、捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤。爬山虎，也称“巴山虎”“地锦”“常青藤”，葡萄科植物。夏季开花，花小，黄绿色，浆果紫黑色。常攀缘在墙壁或岩石上，广见于我国各地。 【来...,2010-09-26,YZSXGUYU,7个回答,35
爬山虎的脚长怎么样?,http://zhidao.baidu.com/question/68177547.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的脚长在茎上。茎上长叶柄地方，反面伸出枝状的六七根细丝，每根细丝像蜗牛的触角。细丝跟新叶子一样，也是嫩红的。这就是爬山虎的脚。爬山虎的脚步触着墙的时候，六七根细丝的头上就变成小圆片，巴住墙，细丝原先是直的，现在弯曲了，把...,2016-09-02,zhuhuihui123,11个回答,112
爬山虎的脚长什么样子？,http://zhidao.baidu.com/question/565962512443562444.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的脚是吸盘状的，几个小圆盘成一个脚。 1、爬山虎又称捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤、巴山虎，葡萄科植物。夏季开花，花小，黄绿色，浆果紫黑色。常见攀缘在墙壁岩石上。爬山虎的根茎可入药，破瘀血、消肿毒...,2018-01-13,dunianwei1108,1个回答,7
爬山虎的脚一课中，作者为什么能把爬山虎写得那么具体,http://zhidao.baidu.com/question/369944239223794004.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：本文讲了爬山虎的叶子，爬山虎的脚的具体形状，以及怎样用脚来爬的，表达了作者对爬山虎的喜爱之情。告诉我们只有通过仔细观察，才能写出具体生动的文章。 本文的作者观察爬山虎是从远到近观查，有满墙的叶子到好像蛟龙的爪子的脚。写叶子抓住了...,2017-09-20,21克拉的鱼头,1个回答,54
爬山虎名字的由来,http://zhidao.baidu.com/question/17343896.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：谁有爬山虎名字的由来 急急急急,2016-12-02,巧克力4242,3个回答,131
小学四年级上册 <<爬山虎的脚>>的有关资料,http://zhidao.baidu.com/question/13064668.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎一种攀援在墙壁上的供观赏的植物。也叫巴山虎、地锦、常春藤。葡萄科。高攀的落叶藤本植物，卷须前端有吸盘。夏季开花，花很小，黄绿色。产于我国各地。茎和根可以入药。原来爬山虎是有脚的。爬山虎的脚长在茎上。茎上长叶柄地方，反面伸...,2017-11-22,弦之月NONO,4个回答,2267
爬山虎根基深吗？对房子有何益处跟坏处？,http://zhidao.baidu.com/question/163363701.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：苗或种子上哪买？我是上海的,2017-11-23,不懂就问哦好样,3个回答,20
爬山虎的价值,http://zhidao.baidu.com/question/1641233513689344020.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答： 爬山虎表皮有皮孔，夏季枝叶茂密，常攀缘在墙壁或岩石上，适于配植宅院墙壁、围墙、庭园入口处、桥头石堍等处。可用于绿化房屋墙壁、公园山石，既可美化环境，又能降温，调节空气，减少噪音。 由于爬山虎的茎叶密集，覆盖在房屋墙面上，不但可...,2016-05-09,柒兮eJO0,1个回答,1
那片绿绿的爬山虎中看着虎虎有生气的爬山虎，作者...,http://zhidao.baidu.com/question/351897335.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：作者的心情是异常的兴奋与激动，通过写虎虎有生气的爬山虎，反映出作者受到的优待，以及要好好的把握这难得的机会，与大师面对面的交流，将是终生受益的事情。,2017-12-15,李的1111,4个回答,68
爬山虎的脚,http://zhidao.baidu.com/question/1645088956096071260.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：我小时候也学过,2019-03-23,zbf351067,1个回答,
延伸长上来的是爬山虎吗？,http://zhidao.baidu.com/question/814923649342124332.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：不是，应该是紫藤 紫藤，（学名：Wisteria sinensis），别名藤萝、朱藤、黄环。属豆科、紫藤属，一种落叶攀援缠绕性大藤本植物。干皮深灰色，不裂；春季开花，青紫色蝶形花冠，花紫色或深紫色，十分美丽。紫藤为暖带及温带植物，对生长环境的适...,2019-03-13,如意三人行,2个回答,
爬山虎可以插枝繁殖吗,http://zhidao.baidu.com/question/561454815118403404.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答： 爬山虎 经扦插繁殖为主。一年四季，除了冬季严寒与夏季酷暑外，只要温度适宜随时可以扦插。扦插的枝条多选用年幼的，老枝虽然也可扦插，但发根较差。一般剪取长约10厘米的1－2年生枝条作插条，插在粗砂、蛭石为基质的苗床或直接插于具有疏松培...,2017-09-06,桥边雨00,2个回答,14
在我的眼前,那片爬山虎总是绿着。的意思是什么?,http://zhidao.baidu.com/question/1822469006698775108.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：在我的眼前,那片爬山虎总是绿着。的意思是什么?,2017-12-16,景凯自媒体,2个回答,95
爬山虎的脚怎么画呢？,http://zhidao.baidu.com/question/1765681787546655460.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：参照这幅图来画吧,2017-06-11,畅月烛光,6个回答,1675
文章写了爬山虎的什么？,http://zhidao.baidu.com/question/1643853846575011660.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：不知道。。。。,2018-07-15,cn#GBGuGpQkpL,2个回答,1
爬山虎的价值,http://zhidao.baidu.com/question/1641233513689344020.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答： 爬山虎表皮有皮孔，夏季枝叶茂密，常攀缘在墙壁或岩石上，适于配植宅院墙壁、围墙、庭园入口处、桥头石堍等处。可用于绿化房屋墙壁、公园山石，既可美化环境，又能降温，调节空气，减少噪音。 由于爬山虎的茎叶密集，覆盖在房屋墙面上，不但可...,2016-05-09,柒兮eJO0,1个回答,1
